experimentID,EncodingMethod,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered/TP,topMotifsT,DiscoveryPercentage,alignmentAccuracy,Precision,Recall,F1-Score,ExecutionTime,executionTimeEncoding,executionTimeDistanceMeasure,motifSpots,discoveredSpots,DiscoveryLoops
53.0,HierarchyAware,LenLog_1_10_1_30_10_10_3000.csv,10,10.0,10,5,-5,1,1,30,22,30,73.33333333333333,0.8409090909090909,0.7333333333333333,0.7333333333333333,0.7333333333333333,4.966259956359863,4.496691942214966,4.496691942214966,"[2942, 2900, 2856, 2817, 2787, 2702, 2626, 2373, 2322, 2254, 2208, 2189, 2050, 1979, 1859, 1702, 1604, 1566, 1520, 1509, 1367, 1322, 710, 552, 533, 469, 157, 96, 43, 19]","[2050, 2189, 19, 533, 157, 1567, 2208, 1703, 552, 1322, 43, 1980, 2627, 1860, 1604, 710, 2254, 470, 96, 2788, 1509, 1520]",3
53.1,HierarchyAware,LenLog_1_10_1_30_10_10_3000.csv,10,10.0,10,10,0,1,1,30,30,40,100.0,0.9733333333333333,0.75,1.0,0.8571428571428571,5.641300439834595,4.496691942214966,4.496691942214966,"[2942, 2900, 2856, 2817, 2787, 2702, 2626, 2373, 2322, 2254, 2208, 2189, 2050, 1979, 1859, 1702, 1604, 1566, 1520, 1509, 1367, 1322, 710, 552, 533, 469, 157, 96, 43, 19]","[2817, 2050, 2188, 2701, 2321, 19, 533, 157, 1566, 2208, 1702, 2856, 551, 1322, 43, 1979, 2626, 1859, 1604, 2373, 710, 2254, 2900, 469, 1367, 96, 2787, 1509, 1520, 2942]",4
53.2,HierarchyAware,LenLog_1_10_1_30_10_10_3000.csv,10,10.0,10,15,5,1,1,30,30,40,100.0,0.6571428571428571,0.75,1.0,0.8571428571428571,6.768946170806885,4.496691942214966,4.496691942214966,"[2942, 2900, 2856, 2817, 2787, 2702, 2626, 2373, 2322, 2254, 2208, 2189, 2050, 1979, 1859, 1702, 1604, 1566, 1520, 1509, 1367, 1322, 710, 552, 533, 469, 157, 96, 43, 19]","[2815, 2049, 2186, 2700, 2319, 19, 530, 153, 1564, 2207, 1697, 2854, 552, 1320, 43, 1975, 2623, 1858, 1603, 2367, 708, 2253, 2898, 469, 1365, 92, 2785, 1504, 1514, 2939]",4
53.3,HierarchyAware,LenLog_1_10_1_30_10_10_3000.csv,10,10.0,10,20,10,1,1,30,30,40,100.0,0.5266666666666667,0.75,1.0,0.8571428571428571,9.849725723266602,4.496691942214966,4.496691942214966,"[2942, 2900, 2856, 2817, 2787, 2702, 2626, 2373, 2322, 2254, 2208, 2189, 2050, 1979, 1859, 1702, 1604, 1566, 1520, 1509, 1367, 1322, 710, 552, 533, 469, 157, 96, 43, 19]","[2815, 2046, 2183, 2694, 2319, 16, 532, 149, 1563, 2202, 1695, 2848, 551, 1318, 43, 1975, 2618, 1851, 1596, 2373, 704, 2244, 2896, 465, 1363, 89, 2788, 1502, 1513, 2942]",4
53.4,HierarchyAware,LenLog_1_10_1_30_10_10_3000.csv,10,10.0,10,25,15,1,1,30,22,30,73.33333333333333,0.5643939393939393,0.7333333333333333,0.7333333333333333,0.7333333333333333,11.043164014816284,4.496691942214966,4.496691942214966,"[2942, 2900, 2856, 2817, 2787, 2702, 2626, 2373, 2322, 2254, 2208, 2189, 2050, 1979, 1859, 1702, 1604, 1566, 1520, 1509, 1367, 1322, 710, 552, 533, 469, 157, 96, 43, 19]","[2042, 2190, 2694, 2320, 526, 1564, 2208, 1690, 2849, 545, 1310, 1971, 1600, 2365, 704, 2251, 2897, 469, 1367, 2784, 1500, 1515]",3
53.5,HierarchyAware,LenLog_1_10_1_30_10_10_3000.csv,10,10.0,10,30,20,1,1,30,20,30,66.66666666666666,0.48,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.620805501937866,4.496691942214966,4.496691942214966,"[2942, 2900, 2856, 2817, 2787, 2702, 2626, 2373, 2322, 2254, 2208, 2189, 2050, 1979, 1859, 1702, 1604, 1566, 1520, 1509, 1367, 1322, 710, 552, 533, 469, 157, 96, 43, 19]","[2190, 2688, 2319, 4, 530, 149, 1580, 1690, 2845, 549, 1320, 1851, 2359, 704, 2242, 2888, 466, 1362, 2784, 1502]",3
54.0,HierarchyAware,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,5,0,1,1,30,29,40,96.66666666666667,1.0,0.725,0.9666666666666667,0.8285714285714285,16.551339149475098,15.157904624938965,15.157904624938965,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[2050, 258, 8, 1931, 2188, 1676, 2195, 917, 1787, 2848, 2081, 38, 1959, 1577, 175, 821, 443, 2370, 2627, 968, 1618, 1747, 852, 1879, 1624, 2778, 2666, 1531, 509]",4
54.1,HierarchyAware,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,10,5,1,1,30,6,10,20.0,0.39999999999999997,0.6,0.2,0.3,19.459715843200684,15.157904624938965,15.157904624938965,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[2048, 2184, 2193, 2844, 1955, 1877]",1
54.2,HierarchyAware,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,15,10,1,1,30,5,10,16.666666666666664,0.5142857142857143,0.5,0.16666666666666666,0.25,21.26556396484375,15.157904624938965,15.157904624938965,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[2044, 1675, 2198, 1873, 1530]",1
54.3,HierarchyAware,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,20,15,1,1,30,3,10,10.0,0.9,0.3,0.1,0.15,20.731463193893433,15.157904624938965,15.157904624938965,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[1675, 820, 1530]",1
54.4,HierarchyAware,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,25,20,1,1,30,5,10,16.666666666666664,0.3333333333333333,0.5,0.16666666666666666,0.25,22.410706043243408,15.157904624938965,15.157904624938965,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[1940, 2198, 1667, 2198, 1568]",1
54.5,HierarchyAware,LenLog_1_10_1_30_5_5_3000.csv,10,5.0,5,30,25,1,1,30,5,10,16.666666666666664,0.14666666666666667,0.5,0.16666666666666666,0.25,22.76943302154541,15.157904624938965,15.157904624938965,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[2038, 1662, 2206, 1947, 1546]",1
55.0,HierarchyAware,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,5,0,1,1,60,60,80,100.0,1.0,0.75,1.0,0.8571428571428571,12.906655311584473,11.85210108757019,11.85210108757019,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[2304, 0, 1410, 900, 2695, 383, 264, 1546, 650, 1805, 141, 2064, 528, 400, 24, 2075, 2587, 1691, 1571, 2853, 2982, 807, 2217, 681, 172, 1453, 430, 687, 2992, 46, 1718, 1977, 1339, 2237, 1727, 2752, 837, 711, 2378, 843, 79, 2259, 211, 597, 86, 729, 1244, 989, 2654, 1119, 861, 100, 2277, 1126, 876, 753, 2802, 2167, 2556, 639]",8
55.1,HierarchyAware,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,10,5,1,1,60,21,30,35.0,0.4095238095238095,0.7,0.35,0.4666666666666667,16.138267993927002,11.85210108757019,11.85210108757019,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[262, 645, 137, 2585, 2982, 802, 682, 682, 41, 1973, 2751, 837, 709, 74, 726, 994, 860, 752, 2797, 2163, 2554]",3
55.2,HierarchyAware,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,15,10,1,1,60,5,10,8.333333333333332,0.5428571428571428,0.5,0.08333333333333333,0.14285714285714285,16.87377619743347,11.85210108757019,11.85210108757019,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[645, 861, 753, 2797, 645]",1
55.3,HierarchyAware,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,20,15,1,1,60,11,20,18.333333333333332,0.3090909090909091,0.55,0.18333333333333332,0.27499999999999997,18.047550201416016,11.85210108757019,11.85210108757019,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[2312, 1538, 809, 2226, 695, 2244, 856, 2284, 748, 2175, 630]",2
55.4,HierarchyAware,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,25,20,1,1,60,12,20,20.0,0.5208333333333334,0.6,0.2,0.3,19.223610639572144,11.85210108757019,11.85210108757019,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[2305, 376, 2058, 2217, 693, 693, 2239, 2367, 2257, 736, 2268, 2173]",2
55.5,HierarchyAware,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,30,25,1,1,60,23,30,38.333333333333336,0.582608695652174,0.7666666666666667,0.38333333333333336,0.5111111111111111,21.30802035331726,11.85210108757019,11.85210108757019,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[2299, 4, 1396, 2691, 265, 1557, 1815, 145, 1557, 812, 2218, 687, 170, 1465, 687, 2240, 2367, 2268, 729, 1230, 2268, 2168, 2552]",3
56.0,HierarchyAware,LenLog_1_1_10_15_5_3000.csv,0,5.0,15,5,-10,1,1,10,5,10,50.0,0.7,0.5,0.5,0.5,12.07610273361206,10.43726658821106,10.43726658821106,"[2847, 2075, 1918, 1809, 1776, 1505, 1444, 679, 385, 124]","[1505, 1444, 1776, 1808, 1920]",1
56.1,HierarchyAware,LenLog_1_1_10_15_5_3000.csv,0,5.0,15,10,-5,1,1,10,6,10,60.0,0.7999999999999999,0.6,0.6,0.6,15.103529930114746,10.43726658821106,10.43726658821106,"[2847, 2075, 1918, 1809, 1776, 1505, 1444, 679, 385, 124]","[1505, 1444, 1776, 1808, 2075, 1923]",1
56.2,HierarchyAware,LenLog_1_1_10_15_5_3000.csv,0,5.0,15,15,0,1,1,10,6,10,60.0,0.9523809523809526,0.6,0.6,0.6,14.706650257110596,10.43726658821106,10.43726658821106,"[2847, 2075, 1918, 1809, 1776, 1505, 1444, 679, 385, 124]","[1505, 1444, 1776, 1808, 2075, 1917]",1
56.3,HierarchyAware,LenLog_1_1_10_15_5_3000.csv,0,5.0,15,20,5,1,1,10,9,20,90.0,0.6666666666666666,0.45,0.9,0.6,12.211209535598755,10.43726658821106,10.43726658821106,"[2847, 2075, 1918, 1809, 1776, 1505, 1444, 679, 385, 124]","[1503, 380, 1442, 1771, 1804, 2074, 122, 1924, 2845]",2
56.4,HierarchyAware,LenLog_1_1_10_15_5_3000.csv,0,5.0,15,25,10,1,1,10,8,20,80.0,0.7395833333333333,0.4,0.8,0.5333333333333333,12.773596286773682,10.43726658821106,10.43726658821106,"[2847, 2075, 1918, 1809, 1776, 1505, 1444, 679, 385, 124]","[1506, 1443, 1766, 1799, 2075, 123, 1918, 2849]",2
56.5,HierarchyAware,LenLog_1_1_10_15_5_3000.csv,0,5.0,15,30,15,1,1,10,7,10,70.0,0.380952380952381,0.7,0.7,0.7,12.813831329345703,10.43726658821106,10.43726658821106,"[2847, 2075, 1918, 1809, 1776, 1505, 1444, 679, 385, 124]","[1492, 1441, 1761, 1794, 2074, 121, 1903]",1
57.0,HierarchyAware,LenLog_1_1_15_10_5_3000.csv,0,5.0,10,5,-5,1,1,15,14,20,93.33333333333333,1.0,0.7,0.9333333333333333,0.8,3.2988877296447754,2.823894739151001,2.823894739151001,"[2731, 2495, 2387, 1973, 1942, 1912, 1766, 1419, 1391, 1040, 970, 935, 614, 438, 376]","[376, 1766, 935, 614, 970, 1419, 1391, 1040, 2387, 1973, 1942, 438, 1912, 2495]",2
57.1,HierarchyAware,LenLog_1_1_15_10_5_3000.csv,0,5.0,10,10,0,1,1,15,14,20,93.33333333333333,0.9428571428571428,0.7,0.9333333333333333,0.8,4.201718330383301,2.823894739151001,2.823894739151001,"[2731, 2495, 2387, 1973, 1942, 1912, 1766, 1419, 1391, 1040, 970, 935, 614, 438, 376]","[376, 1766, 935, 610, 970, 1419, 1391, 1040, 2387, 1973, 1942, 438, 1912, 2495]",2
57.2,HierarchyAware,LenLog_1_1_15_10_5_3000.csv,0,5.0,10,15,5,1,1,15,13,20,86.66666666666667,0.5274725274725275,0.65,0.8666666666666667,0.7428571428571429,5.778338670730591,2.823894739151001,2.823894739151001,"[2731, 2495, 2387, 1973, 1942, 1912, 1766, 1419, 1391, 1040, 970, 935, 614, 438, 376]","[373, 1765, 934, 964, 1415, 1386, 1037, 2382, 1970, 1941, 433, 1911, 2490]",2
57.3,HierarchyAware,LenLog_1_1_15_10_5_3000.csv,0,5.0,10,20,10,1,1,15,14,20,93.33333333333333,0.43571428571428567,0.7,0.9333333333333333,0.8,4.2873194217681885,2.823894739151001,2.823894739151001,"[2731, 2495, 2387, 1973, 1942, 1912, 1766, 1419, 1391, 1040, 970, 935, 614, 438, 376]","[373, 1756, 930, 606, 961, 2736, 1414, 1387, 1037, 2382, 1973, 431, 1902, 2490]",2
57.4,HierarchyAware,LenLog_1_1_15_10_5_3000.csv,0,5.0,10,25,15,1,1,15,14,20,93.33333333333333,0.5892857142857143,0.7,0.9333333333333333,0.8,5.439314126968384,2.823894739151001,2.823894739151001,"[2731, 2495, 2387, 1973, 1942, 1912, 1766, 1419, 1391, 1040, 970, 935, 614, 438, 376]","[374, 1755, 925, 606, 966, 2731, 1415, 1385, 1036, 2382, 1972, 431, 1914, 2490]",2
57.5,HierarchyAware,LenLog_1_1_15_10_5_3000.csv,0,5.0,10,30,20,1,1,15,13,20,86.66666666666667,0.6307692307692309,0.65,0.8666666666666667,0.7428571428571429,5.6073362827301025,2.823894739151001,2.823894739151001,"[2731, 2495, 2387, 1973, 1942, 1912, 1766, 1419, 1391, 1040, 970, 935, 614, 438, 376]","[373, 934, 601, 966, 2721, 1417, 1384, 1037, 2380, 1973, 426, 1915, 2488]",2
58.0,HierarchyAware,LenLog_1_1_15_20_10_3000.csv,0,10.0,20,5,-15,1,1,15,3,10,20.0,1.0,0.3,0.2,0.24,1.8722870349884033,1.3447651863098145,1.3447651863098145,"[2869, 2622, 2406, 2301, 1851, 1506, 1460, 1187, 1116, 920, 852, 533, 498, 388, 22]","[388, 498, 533]",1
58.1,HierarchyAware,LenLog_1_1_15_20_10_3000.csv,0,10.0,20,10,-10,1,1,15,12,20,80.0,0.9333333333333332,0.6,0.8,0.6857142857142857,2.2338504791259766,1.3447651863098145,1.3447651863098145,"[2869, 2622, 2406, 2301, 1851, 1506, 1460, 1187, 1116, 920, 852, 533, 498, 388, 22]","[1506, 1187, 388, 2406, 498, 1460, 852, 531, 920, 1116, 2301, 2620]",2
58.2,HierarchyAware,LenLog_1_1_15_20_10_3000.csv,0,10.0,20,15,-5,1,1,15,15,20,100.0,1.0,0.75,1.0,0.8571428571428571,2.582965850830078,1.3447651863098145,1.3447651863098145,"[2869, 2622, 2406, 2301, 1851, 1506, 1460, 1187, 1116, 920, 852, 533, 498, 388, 22]","[1506, 1187, 388, 2406, 498, 1460, 2869, 852, 533, 920, 22, 1851, 1116, 2301, 2622]",2
58.3,HierarchyAware,LenLog_1_1_15_20_10_3000.csv,0,10.0,20,20,0,1,1,15,14,20,93.33333333333333,0.7285714285714285,0.7,0.9333333333333333,0.8,4.160344839096069,1.3447651863098145,1.3447651863098145,"[2869, 2622, 2406, 2301, 1851, 1506, 1460, 1187, 1116, 920, 852, 533, 498, 388, 22]","[1498, 1187, 388, 2406, 498, 1452, 2860, 852, 530, 919, 28, 1116, 2301, 2619]",2
58.4,HierarchyAware,LenLog_1_1_15_20_10_3000.csv,0,10.0,20,25,5,1,1,15,14,20,93.33333333333333,0.642857142857143,0.7,0.9333333333333333,0.8,4.363075256347656,1.3447651863098145,1.3447651863098145,"[2869, 2622, 2406, 2301, 1851, 1506, 1460, 1187, 1116, 920, 852, 533, 498, 388, 22]","[1505, 1182, 386, 2397, 498, 1448, 2864, 848, 526, 918, 18, 1114, 2306, 2620]",2
58.5,HierarchyAware,LenLog_1_1_15_20_10_3000.csv,0,10.0,20,30,10,1,1,15,14,20,93.33333333333333,0.461904761904762,0.7,0.9333333333333333,0.8,4.661442518234253,1.3447651863098145,1.3447651863098145,"[2869, 2622, 2406, 2301, 1851, 1506, 1460, 1187, 1116, 920, 852, 533, 498, 388, 22]","[1499, 1178, 381, 2397, 488, 1451, 2859, 842, 527, 913, 27, 1109, 2306, 2610]",2
59.0,HierarchyAware,LenLog_1_1_15_5_2-5_3000.csv,0,2.5,5,5,0,1,1,15,15,20,100.0,0.9333333333333333,0.75,1.0,0.8571428571428571,2.4959657192230225,1.851808786392212,1.851808786392212,"[2993, 2961, 2556, 2536, 2356, 2162, 1974, 1964, 1741, 1420, 1250, 802, 663, 554, 310]","[1250, 802, 2536, 554, 1964, 1740, 1420, 2993, 2960, 2162, 2356, 1974, 663, 310, 2556]",2
59.1,HierarchyAware,LenLog_1_1_15_5_2-5_3000.csv,0,2.5,5,10,5,1,1,15,7,10,46.666666666666664,0.4571428571428572,0.7,0.4666666666666667,0.56,3.4000885486602783,1.851808786392212,1.851808786392212,"[2993, 2961, 2556, 2536, 2356, 2162, 1974, 1964, 1741, 1420, 1250, 802, 663, 554, 310]","[2534, 550, 1739, 2957, 1971, 310, 2552]",1
59.2,HierarchyAware,LenLog_1_1_15_5_2-5_3000.csv,0,2.5,5,15,10,1,1,15,3,10,20.0,0.4761904761904762,0.3,0.2,0.24,3.1631157398223877,1.851808786392212,1.851808786392212,"[2993, 2961, 2556, 2536, 2356, 2162, 1974, 1964, 1741, 1420, 1250, 802, 663, 554, 310]","[1966, 2959, 303]",1
59.3,HierarchyAware,LenLog_1_1_15_5_2-5_3000.csv,0,2.5,5,20,15,1,1,15,4,10,26.666666666666668,0.7250000000000001,0.4,0.26666666666666666,0.32,7.260074853897095,1.851808786392212,1.851808786392212,"[2993, 2961, 2556, 2536, 2356, 2162, 1974, 1964, 1741, 1420, 1250, 802, 663, 554, 310]","[2542, 1963, 2960, 307]",1
59.4,HierarchyAware,LenLog_1_1_15_5_2-5_3000.csv,0,2.5,5,25,20,1,1,15,5,10,33.33333333333333,0.6666666666666667,0.5,0.3333333333333333,0.4,7.454569578170776,1.851808786392212,1.851808786392212,"[2993, 2961, 2556, 2536, 2356, 2162, 1974, 1964, 1741, 1420, 1250, 802, 663, 554, 310]","[2542, 551, 1956, 2962, 308]",1
59.5,HierarchyAware,LenLog_1_1_15_5_2-5_3000.csv,0,2.5,5,30,25,1,1,15,5,10,33.33333333333333,0.4666666666666666,0.5,0.3333333333333333,0.4,4.5488831996917725,1.851808786392212,1.851808786392212,"[2993, 2961, 2556, 2536, 2356, 2162, 1974, 1964, 1741, 1420, 1250, 802, 663, 554, 310]","[2542, 1953, 2970, 310, 2542]",1
60.0,HierarchyAware,LenLog_1_1_20_15_10_3000.csv,0,10.0,15,5,-10,1,1,20,6,10,30.0,1.0,0.6,0.3,0.4,4.603795528411865,3.7968032360076904,3.7968032360076904,"[2865, 2695, 2386, 2343, 2288, 2204, 1971, 1884, 1398, 1290, 1257, 1213, 1189, 1156, 1131, 927, 869, 480, 322, 19]","[1156, 927, 322, 480, 869, 1131]",1
60.1,HierarchyAware,LenLog_1_1_20_15_10_3000.csv,0,10.0,15,10,-5,1,1,20,19,30,95.0,0.9684210526315788,0.6333333333333333,0.95,0.7599999999999999,4.934165716171265,3.7968032360076904,3.7968032360076904,"[2865, 2695, 2386, 2343, 2288, 2204, 1971, 1884, 1398, 1290, 1257, 1213, 1189, 1156, 1131, 927, 869, 480, 322, 19]","[1155, 2695, 1290, 2204, 927, 1188, 2343, 2865, 1971, 1212, 322, 2386, 1884, 480, 869, 1257, 1131, 2288, 1398]",3
60.2,HierarchyAware,LenLog_1_1_20_15_10_3000.csv,0,10.0,15,15,0,1,1,20,19,30,95.0,0.9849624060150376,0.6333333333333333,0.95,0.7599999999999999,5.115571975708008,3.7968032360076904,3.7968032360076904,"[2865, 2695, 2386, 2343, 2288, 2204, 1971, 1884, 1398, 1290, 1257, 1213, 1189, 1156, 1131, 927, 869, 480, 322, 19]","[1155, 2695, 1290, 2204, 927, 1188, 2343, 2865, 1971, 1213, 322, 2386, 1884, 480, 869, 1257, 1131, 2288, 1398]",3
60.3,HierarchyAware,LenLog_1_1_20_15_10_3000.csv,0,10.0,15,20,5,1,1,20,20,30,100.0,0.7,0.6666666666666666,1.0,0.8,5.834557771682739,3.7968032360076904,3.7968032360076904,"[2865, 2695, 2386, 2343, 2288, 2204, 1971, 1884, 1398, 1290, 1257, 1213, 1189, 1156, 1131, 927, 869, 480, 322, 19]","[1152, 2695, 1286, 19, 2202, 922, 1185, 2341, 2860, 1971, 1209, 320, 2381, 1884, 478, 866, 1253, 1127, 2295, 1395]",3
60.4,HierarchyAware,LenLog_1_1_20_15_10_3000.csv,0,10.0,15,25,10,1,1,20,19,30,95.0,0.40789473684210537,0.6333333333333333,0.95,0.7599999999999999,6.530069351196289,3.7968032360076904,3.7968032360076904,"[2865, 2695, 2386, 2343, 2288, 2204, 1971, 1884, 1398, 1290, 1257, 1213, 1189, 1156, 1131, 927, 869, 480, 322, 19]","[1152, 2693, 1286, 2203, 923, 1180, 2334, 2856, 1966, 1205, 312, 2376, 1875, 471, 861, 1247, 1127, 2278, 1388]",3
60.5,HierarchyAware,LenLog_1_1_20_15_10_3000.csv,0,10.0,15,30,15,1,1,20,20,30,100.0,0.5700000000000001,0.6666666666666666,1.0,0.8,6.180091857910156,3.7968032360076904,3.7968032360076904,"[2865, 2695, 2386, 2343, 2288, 2204, 1971, 1884, 1398, 1290, 1257, 1213, 1189, 1156, 1131, 927, 869, 480, 322, 19]","[1154, 2689, 1285, 15, 2203, 925, 1189, 2328, 2855, 1962, 1209, 307, 2371, 1880, 471, 867, 1247, 1126, 2287, 1388]",3
61.0,HierarchyAware,LenLog_1_1_30_10_10_3000.csv,0,10.0,10,5,-5,1,1,30,7,10,23.333333333333332,1.0,0.7,0.23333333333333334,0.35,1.810309648513794,1.0710396766662598,1.0710396766662598,"[2954, 2843, 2825, 2736, 2686, 2558, 2546, 2435, 2380, 2314, 2270, 1897, 1548, 1378, 1322, 1259, 1237, 1208, 1146, 1060, 933, 878, 840, 629, 532, 424, 306, 225, 144, 64]","[144, 532, 424, 306, 64, 225, 629]",1
61.1,HierarchyAware,LenLog_1_1_30_10_10_3000.csv,0,10.0,10,10,0,1,1,30,30,40,100.0,0.9666666666666667,0.75,1.0,0.8571428571428571,2.322415351867676,1.0710396766662598,1.0710396766662598,"[2954, 2843, 2825, 2736, 2686, 2558, 2546, 2435, 2380, 2314, 2270, 1897, 1548, 1378, 1322, 1259, 1237, 1208, 1146, 1060, 933, 878, 840, 629, 532, 424, 306, 225, 144, 64]","[2435, 2825, 2954, 2314, 1548, 144, 532, 2841, 1060, 933, 424, 1322, 2736, 306, 1207, 64, 840, 2686, 2380, 1237, 2270, 225, 1378, 1896, 1259, 878, 2546, 629, 1145, 2558]",4
61.2,HierarchyAware,LenLog_1_1_30_10_10_3000.csv,0,10.0,10,15,5,1,1,30,29,40,96.66666666666667,0.5024630541871921,0.725,0.9666666666666667,0.8285714285714285,3.2456133365631104,1.0710396766662598,1.0710396766662598,"[2954, 2843, 2825, 2736, 2686, 2558, 2546, 2435, 2380, 2314, 2270, 1897, 1548, 1378, 1322, 1259, 1237, 1208, 1146, 1060, 933, 878, 840, 629, 532, 424, 306, 225, 144, 64]","[2439, 2820, 2952, 2310, 1545, 139, 2838, 1054, 928, 423, 1319, 2732, 301, 1204, 59, 838, 2681, 2377, 1232, 2265, 223, 1373, 1898, 1257, 875, 2544, 626, 1144, 2558]",4
61.3,HierarchyAware,LenLog_1_1_30_10_10_3000.csv,0,10.0,10,20,10,1,1,30,30,40,100.0,0.38666666666666666,0.75,1.0,0.8571428571428571,3.337017297744751,1.0710396766662598,1.0710396766662598,"[2954, 2843, 2825, 2736, 2686, 2558, 2546, 2435, 2380, 2314, 2270, 1897, 1548, 1378, 1322, 1259, 1237, 1208, 1146, 1060, 933, 878, 840, 629, 532, 424, 306, 225, 144, 64]","[2434, 2820, 2944, 2305, 1548, 144, 530, 2833, 1051, 923, 424, 1319, 2728, 305, 1201, 56, 833, 2676, 2370, 1232, 2260, 221, 1372, 1903, 1258, 868, 2542, 620, 1136, 2549]",4
